frame_id,track_id,center_x,center_y,smooth_x,smooth_y,vx,vy,angle,angle_diff,angle_ok,net_angle_ok,lateral_ok
4,1,281.23718,488.63312,274.89423,488.8163,9.190796,-0.006134033,-0.038239796164813544,0,False,False,False
4,2,1164.3408,479.3155,1159.6814,479.61676,6.346924,-0.5262146,-4.739473521108409,0,False,False,False
4,3,1050.1588,421.87756,1043.6647,421.93356,9.177246,-0.20523071,-1.2810917270911122,0,False,False,False
4,4,912.31055,484.6411,905.90344,484.67645,9.597778,-0.10583496,-0.631776503032523,0,False,False,False
4,5,50.891792,383.77643,47.500153,383.99188,4.827839,-0.16500854,-1.9575247989709017,0,False,False,False
4,8,558.9497,436.88568,552.38354,437.0685,9.654297,-0.688324,-4.078125761029817,0,False,False,False
5,1,307.51648,488.30215,287.9431,488.61066,20.407593,-0.31262207,-0.8776402235750546,-0.839400427410241,False,False,False
5,2,1181.1348,479.73096,1168.2627,479.66248,13.805176,-0.4272461,-1.772638570546373,2.966834950562036,False,False,False
5,3,1076.4865,421.34863,1056.7935,421.6996,20.414062,-0.3720703,-1.0441673961321651,0.23692433095894705,False,False,False
5,4,937.4297,482.34906,918.51404,483.74548,20.23059,-0.98480225,-2.7868937331760546,-2.1551172301435315,False,False,False
5,5,69.8103,381.8949,56.424217,383.1531,12.70034,-0.9543152,-4.297181903394741,-2.3396571044238397,False,False,False
5,8,590.62354,436.6578,567.67957,436.90424,23.081055,-0.47756958,-1.1853365422080548,2.892789218821762,False,False,False
6,1,316.1402,488.1898,299.22195,488.44232,28.556396,-0.49609375,-0.9952663032647907,-0.11762607968973615,False,False,False
6,2,1186.5239,479.8484,1175.5673,479.73685,18.992188,-0.08074951,-0.24360428944370377,1.5290342811026691,False,False,False
6,3,1085.049,421.14487,1068.0957,421.47772,28.760498,-0.49316406,-0.9823700010121494,0.0617973951200157,False,False,False
6,4,945.6417,481.55615,929.3651,482.86978,27.733154,-1.8302307,-3.775721066497793,-0.9888273333217383,False,False,False
6,5,76.60145,381.21875,64.49511,382.3794,19.25605,-1.756073,-5.2107272647275895,-0.9135453613328481,False,False,False
6,8,600.91833,436.55347,580.9751,436.76392,32.969055,-0.42645264,-0.7410759438224359,0.44426059838561893,False,False,False
7,1,322.68,488.20676,308.60516,488.34808,33.710938,-0.4682312,-0.7957638869558117,0.19950241630897902,False,False,False
7,2,1189.6511,479.64282,1181.2008,479.69928,21.51941,0.08251953,0.21970852704262558,0.4633128164863294,False,False,False
7,3,1091.0363,420.16565,1077.272,420.9529,33.6073,-0.98065186,-1.6714009744674205,-0.6890309734552711,False,False,False
7,4,952.43066,481.1341,938.5913,482.17554,32.687866,-2.5009155,-4.375118560531865,-0.599397494034072,False,False,False
7,5,82.89667,380.9552,71.855736,381.80972,24.355583,-2.1821594,-5.119794271414231,0.09093299331335825,False,False,False
7,8,608.6806,436.5736,592.0573,436.6878,39.673767,-0.3807068,-0.5497895522909658,0.1912863915314701,False,False,False
8,1,331.55093,488.38434,317.78348,488.3626,29.840363,-0.24804688,-0.47625801170143117,0.3195058752543805,False,False,False
8,2,1195.3181,479.16345,1186.8478,479.485,18.585083,-0.17749023,-0.5471663580006612,-0.7668748850432867,False,False,False
8,3,1101.0992,419.88226,1086.803,420.52466,30.009521,-1.1749268,-2.2420877149604577,-0.5706867404930371,False,False,False
8,4,961.39526,480.0484,947.7129,481.3247,29.198853,-2.4207764,-4.739357057439992,-0.3642384969081274,False,False,False
8,5,91.85269,380.41467,79.85452,381.2517,23.430305,-1.9013977,-4.639455409454631,0.4803388619596003,False,False,False
8,8,618.5691,435.41483,602.66205,436.17865,34.982483,-0.72558594,-1.188224743366736,-0.6384351910757701,False,False,False
9,1,334.3463,488.4784,324.40863,488.40894,25.186676,-0.03338623,-0.07594844898994754,0.40030956271148366,False,False,False
9,2,1196.876,479.02902,1190.8591,479.3026,15.29187,-0.43423462,-1.6265588640607886,-1.0793925060601275,False,False,False
9,3,1104.1907,419.9096,1093.758,420.27866,25.662354,-1.1990662,-2.675183298937568,-0.43309558397711045,False,False,False
9,4,964.15375,479.73453,954.28925,480.68866,24.924133,-2.1811218,-5.001238116007471,-0.2618810585674787,False,False,False
9,5,95.01033,380.21408,85.91685,380.83667,21.421738,-1.5427246,-4.119146274970388,0.5203091344842425,False,False,False
9,8,621.5996,435.0385,610.23706,435.72263,29.261963,-1.0412903,-2.03801688467637,-0.8497921413096343,False,False,False
9,12,310.76276,333.4959,304.9698,335.9615,9.897339,-4.130493,-22.652422414554188,0,False,False,False
10,1,339.0193,488.24774,330.2529,488.34448,21.647736,-0.0036010742,-0.00953108243734974,0.0664173665525978,False,False,False
10,2,1199.1272,478.5973,1194.1664,479.0205,12.965576,-0.678772,-2.996804581101342,-1.3702457170405535,False,False,False
10,3,1108.4255,419.48065,1099.6251,419.95947,22.35315,-0.9934387,-2.5447159019451173,0.1304673969924508,False,False,False
10,4,968.00867,480.3529,959.777,480.55438,21.185669,-1.6211548,-4.3758195566332265,0.6254185593742445,False,False,False
10,5,99.05221,379.7148,91.17099,380.38794,19.315254,-1.4217834,-4.209912881054466,-0.0907666060840775,False,False,False
10,8,626.3848,434.7851,616.69617,435.34766,24.638855,-1.3401489,-3.1133463791327305,-1.0753294944563603,False,False,False
10,12,313.7469,333.20517,308.48062,334.85898,11.951538,-4.7440186,-21.650004447792437,1.002417966761751,False,False,False
11,1,343.93622,488.3753,335.72626,488.35684,17.94278,-0.0057678223,-0.018418097411465526,-0.008887014974115787,False,False,False
11,2,1202.3096,478.55347,1197.4237,478.8337,10.575928,-0.65127563,-3.523878367823282,-0.5270737867219397,False,False,False
11,3,1113.554,419.2679,1105.1967,419.68286,18.393677,-0.8417969,-2.620344898547415,-0.0756289966022976,False,False,False
11,4,972.4468,480.68152,964.845,480.60526,17.13208,-0.7194519,-2.404690571940877,1.9711289846923497,False,False,False
11,5,104.00644,379.33588,96.305176,379.96713,16.450653,-1.2845764,-4.464975185013092,-0.25506230395862595,False,False,False
11,8,632.57996,434.66193,623.0497,435.0734,20.387634,-1.1052551,-3.103083208043353,0.010263171089377465,False,False,False
11,12,317.36603,332.48407,312.0348,333.90903,10.927002,-3.6961975,-18.68876207082627,2.9612423769661653,False,False,False
12,1,349.94113,488.46143,341.41223,488.39868,17.003601,-0.010253906,-0.034551826866897006,-0.01613372945543148,False,False,False
12,2,1205.23,478.56232,1200.5463,478.72516,9.687134,-0.5774536,-3.411385674474109,0.11249269334917278,False,False,False
12,3,1118.8433,419.29163,1110.6554,419.52637,16.897339,-0.7522888,-2.549190131703074,0.07115476684434086,False,False,False
